language,director,plot,plot_length,sentiment_polarity,sentiment_subjectivity,type_token_ratio,avg_word_length,unique_word_count,pos_noun_ratio,pos_verb_ratio,pos_adj_ratio,entity_count,flesch_kincaid,lda_topic_0,lda_topic_1
British,Alfred Hitchcock,film tells story two close childhood friends handsome poor fisherman pete quilliam carl brisson welleducated middleclass lawyer philip christian malcolm keen young men smitten beautiful lively kate anny ondra pub owners daughter petes case kate also interested least enjoys suitor pete proposes asking philip make case kates tough father old caesar randle ayrton father refuses consent marriage pete penniless pete decides go africa make fortune considered eligible marry asks kate wait first jokes around finally says yes pete asks philip take care kate returns absence philip starts calling kate almost every day kate philip become strongly attracted one another start affair visiting old mill news reaches village pete killed upcountry africa philip kate shocked kate relieved realize plan lives together philips career going well preparing assume powerful position deemster islands chief magistrate however turns pete still alive successful africa lets philip know via telegram returning pete arrives extremely happy back village see old sweetheart philip kate shocked appalled let anyone know passed old caesar delighted agree kate marrying pete wedding reception celebrated old mill old caesar sternly warns newlyweds remember god punish anyone violates vows marriage kate still love philip hardly bear married pete weeks pass pete thrilled find kate pregnant naturally assumes father kates daughter born long afterwards kate desperate decides leave pete walks leaving baby behind note saying loved another man still loves pete appalled know kate went tells villagers kate needed vacation sent london weeks gone pete proves wonderful father taking care baby well comforting believing although kate gone still baby love kate persuades philip hide law offices hoping still somehow life however philip become deemster unwilling ruin career running frustrated distraught kate returns house take baby tells pete babys father pete stunned refuses believe also refuses give child desperation kate leaves house tries commit suicide throwing quay kate rescued policeman attempted suicide classified crime kate brought trial first day philip serves deemster philip stunned hardly knows pete appears courtroom plead wife philip agrees hand kate kate refuses go kates father old caesar watching carefully finally understands kate philip affair old caesar gets loudly condemns philip man philip publicly admits extreme moral failings removes wig surrenders official position leaves court final scene philip kate sadly prepare leave island arrive petes house take away baby kate picks child philip pete stand opposite ends room brings child pete say one last goodbye breaks finally lost everything philip kate leave cottage jeers condemnation villagers watching scene windows,407,0.049070624275542325,0.5483606557377049,0.6388206388206388,5.800982800982801,260,0.27764127764127766,0.2702702702702703,0.1375921375921376,25,163.2,0.409553915375052,0.590446084624948
Canadian,Danny Antonucci,italian canadian butcher named lupo complaining job one day cutting meat shop new slice falls ground lupo grows increasingly angry swears meat accidentally cuts thumb inexplicably causes entire body fall apart blood gushes onto ground various pieces lupos body collapse pile screen darkens closes lupos severed head scene disappear entirely lupos head jumps forward still alive remains screen shouting insults credits falls asleep,63,-0.1626262626262626,0.6005050505050504,0.8571428571428571,5.841269841269841,54,0.4444444444444444,0.2698412698412698,0.12698412698412698,3,29.0,0.11320684317447123,0.8867931568255288
American,John Landis,marie anne parillaud appealing modernday vampire pittsburgh moral code limits bloodsucking criminal elements society feasting mafioso tony chazz palminteri shoots head shotgun cover bite marks neck prevent coming back vampire undercover cop joseph gennaro anthony lapaglia visits crime scene taken assignment infiltrating crime family salvatore sal shark macelli robert loggia put protective custody district attorney sinclair angela bassett witnessed crime scene media next night marie seduces salvatore takes back mansion dinner marie warded salvatore serves garlic mussels tries escape bathroom window finds barred salvatore attempts rape marie manages overpower drain blood finish salvatores limousine driver lenny david proval intervenes forced flee gennaro investigates scene follows trail blood nearby church finds chases marie gennaro gets back car marie finds demands drive morgue salvatore taken meanwhile salvatore vampire awakens morgue steals car drive home attorney manny bergman rickles witnessed police reporters escape outside morgue gennaro leaves marie colleagues dave finton leo burmester morales luis guzman goes bergmans house pursue salvatore marie escapes custody follows bergmans home salvatore drinks bergmans blood gennaro captured lenny jacko tony sirico three mobsters take gennaro docks attempt kill using compactor garbage truck marie arrives saves kills salvatores men salvatore manages escape gennaro marie attempt pursue sun rises marie retreat motel salvatore hides meat factory owns bergman transferred hospital becoming vampire burned alive nurse opens window lets sunlight motel gennaro marie confess feelings sex next night salvatore travels strip club owns begins turning men vampires like gennaro marie begin searching known mafia hangouts salvatore finton morales track strip club salvatores men kill finton marie gennaro arrive time save morales kill salvatores men shooting head chase salvatore onto street causes collision taxi bus gennaro kills igniting leaking gas tank bus shooting head marie longer handle monster attempts commit suicide sunlight stating died long time ago gennaro talks telling loves gennaro books nearby hotel marie states voiceover made feel alive,310,0.019999999999999997,0.26666666666666666,0.6741935483870968,6.151612903225806,209,0.38064516129032255,0.24838709677419354,0.05161290322580645,25,124.2,0.0749651413200497,0.9250348586799503
Telugu,Veerabhadram Chowdary,bhai akkineni nagarjuna skilled trusted enforcer hong kongbased named david ashish vidyarthi david heavily dependent bhai daytoday operations resented sons james sonu sood tony ajay david sends bhai hyderabad finish undercover police officer disrupting mafia operations city due course bhai bumps radhika richa gangopadhyay horticulturist falls love bhai incidents however bhai never accepts proposal bhai begins hunting undercover officer uncovers identity cop none arjun prasanna bhai decides finish day trial bhai finds arjun brother seeing father raghava nagineedu along arjun drops plan tries walk place visuals bhai aiming arjun gun recorded bhai aware however arjun attacked disguised armed men killed arjun much shock bhai one deceased tony sets india suggestion james order kill arjun gain davids appreciation david taken aback realizing truth hell bent killing arjun bhais associate munna adithya menon asks bhai strange behavior murder spot narrates past munna bhai aka vijay raghavas son resides village near warangal father wellrespected man village venkat reddy jaya prakash reddy opponent vijay almost used spend time siblings arjun geetha annual fest held temple becomes bone contention raghava venkat reddy raghava hosting function venkat reddy strict disapproval happening fest venkat reddy sends son set things fire fest found setting fire raghava locks room kid dies due unexpected injury caused raghava unintentionally aware vijay takes blame arrested save fathers goodwill returns jail vijay ends bashing venkat reddys men raghava infuriated due expels vijay house vijay reached hyderabad rest life till date work mafia david name bhai bhai henchmen munna try save bhais family david james firstly bhai meets geetha zara shah techie going marry soon lover sandeep samrat us resident bhai revealing identity sister comes home along henchmen marriage planners request geetha involve main person behind happy marriage radhika joins team florist bhai cant avoid though wants meantime bhai bonds family members paternal uncle geetha people know real identity vijay raghavas shock marriage day venkat reddy makes call stating sandeep foster son going attend marriage house arrested bhai comes sandeeps rescue guts make venkat reddy reconcile raghava marriage plans turning successful avoid disturbances david james bhai munna get james kidnapped henchmen pose james police mufti bash turn events james escapes custody james along david go airport flee back hong kong leader gang bashed james noticed duo suicides leader munna david comes know bhais games since murder tony arjun watching recording bhai aiming tries arrest bhai cleverly manages escape attends sisters wedding per wish arjun suspended kidnapped james bhai pretends surrendered police confront later spares escape alive goes raghavas home raghava came know past bhais paternal uncle reconciles film ends bhai accepting radhikas love suggestion raghava family,432,0.0954301075268817,0.3814516129032258,0.6481481481481481,5.805555555555555,280,0.3002309468822171,0.21016166281755197,0.10161662817551963,42,171.8,0.11651342921674551,0.8834865707832545
Bollywood,Prem Raj,story starts narration paris symbolization love marie elise narrator says love never find lovelover paris parisian reads script play follows ishkq name girl born paris preity zinta doesnt believe deep love wants commitments relationship wants free photographer play writer akash kapoor cash rhehan malliek friend karan comes see seen running railway station might miss last train paris narrator says akash doesnt know regret doesnt leave train knows leaves miss life akash gets work call wait bidding goodbye karan says please come marriage akash says kiss love ameliafriends fiancé karan says please come marriage akash sure akash enters train scrolls mobile sees girl keeping luggage top says hindi girl ishkq turns around reply akash flirt around wine train paris ishkq says roaming rome weekend loves served men italian waiters specific guesses akash gujarati akash introduces says delhi funjabi punjabi moved london year ago missed flight london catching train paris next day morning london leaving akash asks spending time ishkq denies later agrees since also interested commitment never meet ask address number email id akash gives rose ishkq asks meet 755pm sharp eiffel tower entrance ishkq surprises akash showing eiffel tower fills lights narrates met italian waiter fell love first sight rome weak started crying used go every morning cafe breakfast roam around see couple kissing never kisses hints hot kisses cold gelatio good gets gelatio charges 4 euros akash teases even love charged italian waiter love served men seems agent working london lives commission like hero movie jery mcquire played tom cruise akash falls love eyes says anyone forget see eyes filled love teases last bf italian waiter love air pariss magic wanted night beautiful chunky pandey stops running around says everything like antiques world gives fun dice go disc drinks dance midnight walk streets ishkq says school time boyfriend say pickup lines also share evil break lines go dinner dance girl approached akash asks visit next day seems read mind tells ishkq get married months ishkq never believes leaves restaurant physic lady says find father soon throw dice movie comes late plan make enact scenes go park akash confesses never fell love shed tear anyone ishkq reveals snake charmer type boyfriend cried said never happy sad lonely akash cried parent divorced parents happy tears never seen ishkq says fears loneliness left alone able make others happy akash says world scared loneliness spoke volumes made friends next morning coffee ishkq said didnt like goodbye asks akash leave first asks wait another surprise agree best night ever akash waits till gets late leaves next moment ishkq arrives café gift since left also leaves thinking never meet unconnected unknown bonding two didnt realize could forget one evening paris foreigner read first part play leaves dressing room thinks storys staring would part someones life foreigner none ishkq mother ishkq marie elise assistant says deborah mother says yet finished script lives back normal forget beautiful night time didnt stop akash used smile thinking sometimes akash gets latenight message karans wedding paris says susan karan irritating since akash doesnt wants come karans wedding doesnt believe marriage susan explains akash expect karan speak rest life akash searches ishkq goes paris go together karan wedding akash realized love ishkq takes around confesses beautiful portrait mom drawn dad amazing artists according akash proposes refuses saying saviour loneliness insecurity part ways never meet ishkq mom realizes feelings calls akash home akash tells daughter afraid serious relationship split parents feels insecure soon mother realized tells parents ranveer marie decided part happily careers years ishkq misunderstood dad left akash leaves card apologies leave london next morning 8am train taste laksa station restaurants ishkq seen running towards confessing love leaves alone proposes hug cry finally play marie elise directing ishkq akashs love story gets fly india funjabi wedding ishkq meets father ranveer recollecting childhood days well,633,0.20598290598290597,0.5242165242165243,0.5781990521327014,5.503949447077409,366,0.4230171073094868,0.26749611197511663,0.07931570762052877,47,249.0,0.10908780107513888,0.8909121989248612
Japanese,Unknown,2015 fifteen years global cataclysm known second impact child shinji ikari summoned tokyo3 estranged father gendo commander paramilitary organization nerv shinji caught crossfire un forces angel alien lifeform captain misato katsuragi rescues brings nerv headquarters gendo demands shinji pilot evangelion unit 01 giant biomachine angel shinji concedes gendo threatens send rei ayanami wounded evangelion pilot battle instead shinji wins fight unit 01 goes berserk destroys angel misato becomes shinjis guardian enrolled local middle school another angel arrives shinjis classmates toji suzuhara kensuke aida sneak emergency shelters watch battle angel slams unit 01 mountainside nearly crushing toji kensuke misato two take cover unit 01s cockpit orders shinji retreat ignores destroys angel unit 01s knife sixth angel appears begins drilling tokyo3 reach nerv headquarters shinji attacks unit 01 angel fires powerful laser critically injuring wakes coma time later rei tells take place leaves mission alone motivate despondent shinji misato takes deepest level nerv headquarters shows giant white crucified crosslike restraint second angel lilith misato explains angels attempting initiate contact lilith bring third impact end life earth shinji agrees pilot unit 01 angel alongside rei unit 00 destroys experimental positron rifle requires entire electrical power output japan power rei nearly killed defending shinji angels return fire saves cooling unit 00 water prying open cockpit using unit01s knife rei normally cold emotionless shares smile surface moon kaworu nagisa awakens one nine coffinlike containers arranged surface pit front surrounded construction equipment scaffolds unidentified giant wearing purple seveneyed mask wrapped white bandages black monolith appears seele 01 engage cryptic conversation looking towards earth kaworu says third one changed looks forward meeting shinji,266,0.0032051282051282076,0.3733974358974359,0.7105263157894737,6.146616541353383,189,0.2857142857142857,0.22932330827067668,0.11278195488721804,34,109.4,0.07583724188761636,0.9241627581123837
American,Hanna-Barbera,spike sleeping beside son tyke suddenly wakes bad dream spike comforts son back sleep sooner tyke doze tom jerry enter scene tom runs door literally spades rakes hoes jerry hides among two dogs find jerry tom picks tyke look underneath puppy spike wakes remarks tom holding son tom holds right hand sees nothing holds left hand drops tyke fear tom smiles nervously attempting run spike grabs tom whiskers issues ultimatum cat better leave tyke alone spike make suffer consequences tom flees blindly crashing tree fountain clothesline pole trash jerry emerges tykes ear walks casually tom comes running back jerry takes cover diving apparently spikes mouth really jowls seeing dog smack lips eaten mouse tom places hand carefully spikes mouth dog sleeping jerry emerges hiding place slams bulldogs jaws shut toms hand still spikes mouth tom yells pain leaps meter back spike wakes tom struggles get hand mouth pulling spikes teeth process tom smiles innocently uses spikes teeth castanets flamenco dance tune mexican hat dance scene runs away leaving teeth nearby bucket moments later tom spies jerry sleeping next tyke using dogs shields hiding behind tykes kennel reaches jerry jerry quietly moves tykes tail toms grip tom ends grabbing tyke running little pup tom realizes mistake turns around see sleeping spike feeling tyke tom rushes back tykes place taking role tyke wake dog jerry lifts tykes kennel slams toms tail tom screams pain spike picks pats back tyke walks back onto scene whimpers spike looks tom suspiciously tom duplicates tykes whimpering barking accidentally meows tries duplicate growl spike commences growl tom ferociously tom clamps jaws dogs nose runs away causing spike scream tom takes detour side sets rake dog run follows watches spike takes original route knowing hes lost opponent runs back detouronto rake tom finally realizes order get jerry spike effectively jerrys shield must removed picture dangling large piece steak clothesline sleeping spike holds rifle senses delectable piece meat sleepwalks steak jerry tied tyke precautionary measure sees tom panicked attempts wake spike fail tom locks spike garden shed tom knows attack jerry without overprotective shield tom traps jerry inside upturned barrel hammers cork knothole however without tom noticing jerry escapes side barrel puts tyke barrel instead spike breaks wall shed impression cat tyke rushes tom angrily demands know son threatening skin cat alive tyke underneath barrel tom confidently starts lifts barrel hears whistle looks side see jerry lying nearby fence waving tom double gulp realizing put serious trouble spike demands tom lift barrel shivering tom nervously begins lift barrel spike impatiently swipes tyke lying underneath wiggling tail father tom makes quick exit tree fountain clothesline unfortunately gets stopped spikes fist cat runs flee spike corners skins alive night tom wears barrel cover total lack fur since skinned alive spike assigned spike guard baseball bat looking hole wall see fur used cozy rug sleeping spike tyke jerry hangs disturb sign spikes ear snuggling spike tyke falling asleep ending cartoon,488,-0.024709302325581394,0.4418050941306755,0.5819672131147541,5.420081967213115,284,0.35787321063394684,0.25971370143149286,0.065439672801636,45,192.4,0.13954431838554981,0.8604556816144502
Malaysian,Unknown,racing life zack syamsul yusof sham farid kamil ended yet zack used illegal racer currently professional drifter accident sham longer drifts due broken leg walk using aid crutches soon female professional drifter called aleeya scha alyahaya appears joe aaron aziz managed escape unhurt accident wants revenge zack joes assistant ery shaheizy sam also wants revenge zack caused best friend karl played iqram dinzly prequel get locked jail joe wants control whole drug business syndicate kl inspector kamal remy ishak suspects crimes involved deaths outcome new race time able reach finish line without complication,93,0.06946022727272726,0.2700757575757576,0.8817204301075269,5.602150537634409,82,0.3118279569892473,0.21505376344086022,0.12903225806451613,6,39.6,0.11000867234092072,0.8899913276590793
American,Eric England,morgue bj sex corpse biohazard symbol toe tag afterward handles empty test tube washing samantha trying get recent breakup girlfriend nikki partys host alice plies strong drinks zain offers drugs becomes heavily inebriated samantha approached bj offers drink even though tells lesbian begins black bj takes car rapes next morning samantha thinks suffering bad hangover bickers mother struggles accept daughters lesbianism worried might relapsed hard drug use alice tells samantha police searching bj alice never met restaurant works samantha trouble eating overly sensitive noise bleeds heavily vagina visits doctor despite protests lesbian sex men nearly year suspicious contracted sexually transmitted disease heterosexual intercourse rash developed groin samantha tries repair relationship nikki rude samantha hurt learn nikki let know scholarship offer come mail meanwhile symptoms continue worsen eyes turn bloodshot hair falls clumps called restaurant shortnotice shift fingernails begin fall samantha flees restaurant returns doctor advises avoid contact people tests determine nature disease instead samantha visits zain gives heroin alice arrives encourages samantha talk police encounter bj believing alice wants isolate friends samantha argues storms zain reveals alice sold rohypnol bj party samantha stops home argues violently mother abruptly leaves flower competition turned away door appearance condition flowered plant samantha turns nikki consolation nikki coldly rejects calls sexually confused enraged samantha chokes nikki death drives alices rage murders biting throat losing sanity samantha invites riley man crush alices house tries seduce riley sees maggots fall samanthas vagina becomes repulsed goes bathroom inspect discovers alices body samantha flees house drives fades consciousness involved car crash emerges wreckage transformed fully zombie mother arrived scene begs police shoot samantha police caution samantha moving lunges screaming mother,272,-0.11,0.47833333333333333,0.7683823529411765,6.272058823529412,209,0.39705882352941174,0.29044117647058826,0.06985294117647059,9,111.7,0.26018743710753583,0.7398125628924643
Bengali,Bhaswati Roy,sumi 25yearold girl maintains family giving private tuition suddenly huge monetary requirement due heart surgery widowed sisters sixyearold daughter desperate thoughts finds advertisement newspaper surrogate mother affluent lawyer due low information subject surrogate motherhood sumi lawyer initially aware surrogate mother must married least one child still sumi becomes mother gets promised rs 5 lakhs pays heavy price boyfriend severs ties society rejects tuitions discontinued baby born hand lawyer wife feels heartrending pain separation2,73,0.002777777777777777,0.5006944444444444,0.8767123287671232,6.465753424657534,64,0.4383561643835616,0.2054794520547945,0.2054794520547945,2,34.1,0.1041312156902816,0.8958687843097184
American,Robert Mulligan,seemingly idyllic summer 1935 identical twins niles holland perry play bucolic family farm holland amoral mischief maker niles sympathetic niles carries tobacco tin containing several secret trinkets including perry family ring handed holland older twin obnoxious cousin russell finds apple cellar barna place supposed playand sees contents tobacco tin russell states ring supposed buried promises tell niles father niles uncle george uncle george padlocks door cellar another stairway inside barn giving access twins mother frail recluse physically weak emotionally damaged grandmother ada russian emigrant dotes niles taught psychic ability project outside body example bird ability calls great game several tragedies befall family neighborhood people caused trouble boys appears holland may responsible russell killed reveal niles heirloom ring neighbor mrs rowe complained holland broke jar preserves fatal heart attack twins mother finds niles tobacco tin containing severed finger night demands niles tell possession ring says holland gave shocked struggle ensues falls stairs rendered partially paralyzed ada discovers mrs rowes dead body finds hollands harmonica scene seeks niles locates church transfixed image angel better day ada described niles comforting conveyor soul heaven ada confronts niles identifies holland culprit ada demands face truth holland dead since birthday march fell well trying drown cat thought buried fathers ring niles relives memory acquired ring opened hollands coffin holland spoke insisting cut finger take ring niles kept ring severed finger niles appears developed fascination recent lindbergh kidnapping tragedy newborn baby torrie niles older sister kidnapped ugly doll left babys place somewhat like lindbergh case ada discovers niles shouting holland tell baby ada must face realization beloved niles disturbed criminally insane baby found drowned gardeners open wine cask ada hears niles apple cellar whispering holland starts fire cellar niles looks diving toward mentally seeing image angel better day smiles autumn begins ruins barn cleared camera focuses padlock cut open hacksaw lock uncle george placed door cellar remember hearing sound hacksaw previous scene ada shouted barn niles niles alive well watching cleanup house mother catatonic invalid ada died barn fire one knows niles terrible secret film aired cbs 1970s voiceover end film niles speaking holland holland games cant play game anymore sheriff comes ill ask play new home voiceover truncates line maid winnie theatrical cut says niles wash time lunch whereas voiceover version cut merely niles wash voiceover home video releases appeared recent television airingcitation needed,388,-0.0827104377104377,0.43806397306397293,0.6701030927835051,5.945876288659794,260,0.38817480719794345,0.2467866323907455,0.11568123393316196,31,155.8,0.09145770169523508,0.9085422983047649
American,Todd Phillips,two years events bangkok leslie chow ken jeong escapes maximum security prison using riot cover meanwhile united states alan garner zach galifianakis causes multicar freeway pileup purchases giraffe accidentally decapitates low overpass alans father sid jeffrey tambor angry alan immature antics never owning mistakes dies heart attack middle lecture funeral alans brotherinlaw doug billings justin bartha informs friends phil wenneck bradley cooper stu price ed helms alan adhd medication control group attends intervention alan agrees visit rehabilitation facility arizona seek treatment long wolfpack takes way arizona phils minivan rammed road rental truck group taken hostage later confronted mob boss marshall john goodman black doug mike epps head enforcer tells weeks shenanigans chow hijacked half 42 million gold heist seeing alan one communicate chow imprisonment deduced wolfpack could locate retrieve gold marshall kidnaps doug gives others three days find chow else doug killed alan sets meeting chow tijuana mexico stu phil hide attempt drug however alan accidentally reveals location chow forces confess working marshall chow explains plan retrieve stolen gold basement mexican villa previously owned stu alan phil break house successfully retrieve gold chow doublecrosses locking basement rearming security system escaping phils minivan arrested mysteriously released police station picked limousine taken back villa meet marshall learn chow lied villa never fact marshalls villa gold stole half chow didnt get marshall marshall forgives mistake kills black doug incompetence reminds twoday deadline group tracks phils phone left minivan outside pawn shop las vegas pawnshop owner cassie melissa mccarthy tells chow traded gold brick 18000 far less usual sell rate 400000 using stus former lover jade heather graham contact learn chow barricaded penthouse suite caesars palace phil alan sneak suite roof chow escapes jumping balcony parachuting strip stu catches chow locks trunk limo marshall lent take gold meet marshall releases doug back group although marshall initially promised harm chow shoots trunk car presumably killing however alan given chow means escape trunk backseat compartment moments earlier chow emerges limo kills marshall allowing wolfpack live alan saved life offers alan bar gold gift alan turns ends friendship chows unhealthy influence group chow sadly watches leave go retrieve phils minivan pawnshop alan makes date cassie six months later two marry vowing actions alan regretfully resigns wolfpack would still like gang hang occasion four walk ceremony montage clips previous films play midcredits scene wedding alan cassie stu phil appear staged another wild party cannot remember stu emerges bathroom wearing panties breast implants alan remembers wedding cake gift chow emerges next room naked laughing holding bottle whiskey wielding katana crystal capuchin monkey jumps stu scene cuts black,428,-0.05991341991341992,0.2995238095238095,0.7289719626168224,5.873831775700935,312,0.30465116279069765,0.2116279069767442,0.037209302325581395,45,170.2,0.17034341367938216,0.8296565863206179
Punjabi,Unknown,young boy named rana hails kingdom kottaipattinam leaves family despite twin brother sena pleading boy soon meets accident rowing river eventually discovered fishermen neighbouring kingdom kalingapuri rival kottaipattinam rana rajinikanth grows trains weaponry grows fearless warrior due fighting skills bravery soon wins confidence king kalingapuri raja mahendran jackie shroff promotes commanderinchief kalingapuri army son raja mahendran veera mahendran aadhi shows rana around kingdoms mine captured soldiers kottaipattinam work slaves veera says information known people rana promotes war strategy veera release slaves trained army kalingapuri veera agrees slaves freed gets raja mahendrans approval attack kottaipattinam however war rana encounters childhood friend crown prince sengodagan r sarathkumar son rishikodagan nassar king kottaipattinam instead fighting revealed main motive ranas plan free soldiers kottipattinam immediately signaling end war along soldiers disown kalingapuri return kottaipattinam much disgust raja mahendran son crown prince veera mahendran swear revenge rana tricking betraying kalingapuri kottaipattinam rana sengodagan renew friendship sengodagan introduces rana rishikodagan alarmed seeing rana also reunites younger sister yamuna devi rukmini vijayakumar last saw baby uncle nagesh raised soon learns mother yaaghavi shobana dead brother sena missing soon learns yamuna sengodagan love accepts relationship decides get married even cleverly convincing rishikodagan unwilling get son married commoner like yamuna meanwhile rana also falls love childhood sweetheart princess vadhana devi deepika padukone daughter rishikodagan soon sengodagan yamuna get married following wedding rishikodagan disowns son marrying yamuna despite knowing latter belong royal family unfazed sengodagan immediately leaves palace yamuna later night masked man barges palace attempts kill rishikodagan vadhana immediately goes fights gets captured rishikodagan unmasks assassin revealed rana immediately throws prison sentencing death upset vadhana rushes cell rana imprisoned rana tells attempted kill rishikodagan years ago rana younger son kochadaiiyaan former commanderinchief kottaipattinams army kochadaiiyaan extremely respected kottaipattinam bravery popular rishikodagan rishikodagan jealous kochadaiiyaan one night kochadaiiyaan returning ship kottaipatinam army buying horses ammunition attacked rival army kalingapuri kochadaiiyaan defeats allows return kingdom act chivalry however kalingapuri army leaving poison food ship kottaipattinam army men consume food fall ill despite knowing tricked kalingapuri army kochadaiiyaan immediately rushes kalingapuri land body close enough provide medicines sick dying soldiers orders raja mahendran provide medical assistance soldiers raja mahendran turn cunningly proposes deal wants men saved leave horses ammunition sick army men kalingapuri slaves kochadaiiyan agrees soldiers nursed back health kochadaiiyan thinks men rather alive slaves die poisoning also thinks officially wage war near future could easily rescued accepts raja mahendrans offer leaves kalingapuri alone returns kottaipattinam jealous rishikodagan seizes opportunity strip kochadaiiyan respect dignity sentences death becoming traitor kottaipattinam surrendering army men horses ammunition kalingapuri though subjects dismayed kochadaiiyaan sentenced death wife yaaghavi even goes extent publicly rebuking rishikodagan injustice rishikodagan stands firm decision kochadaiiyaan executed following morning ranas eyes story comes back present rana telling vadhana ran away kalingapuri intention freeing soldiers kottaipattinam take revenge rishikodagan unjustly killing father vadhana shocked hearing fathers actions reconciles rana pleads father release rana avail meanwhile rana escapes prison rishikodagan learns ranas escape immediately arranges vadhanas marriage prince veera mahendran consulting astrologer learning life ranas mercy despite enmity kottaipattinam kalingapuri arranges marriage hope united armies mutual hatred rana subdue day marriage rana arrives marriage take place people kottapattinam berate rishikodagan becoming traitor surrendering whole kingdom kottaipattinam raja mahendran personal interests commitments charge rishikodagan placed kochadaiiyaan years ago following war starts rana united armies kottaipattinam kalingapuri rana successfully manages subdue armies kingdoms along majority kottaipattinams army kills raja mahendran allows veera mahendran return defeated reminding friendship fights rishikodagan decapitates finally rana vadhana reunite young soldier comes towards riding horse soldier revealed sena looks surprisingly angered father asked protect king rana killed indicating fight awaits,599,0.04649859943977591,0.40420168067226897,0.5626043405676127,6.971619365609349,337,0.2888146911519199,0.24373956594323873,0.0667779632721202,52,240.4,0.06552598262696181,0.9344740173730381
American,John Ford,described film magazine3 cheyenne harry carey one cowboys ranch wyoming falls love helen malone bosss daughter decides elope city captain thornton pegg wealthy visitor ranch new york cheyenne helens father wells downhearted cheyenne devastated loss fiance decides go city rescue finds thorton giving dinner party hotel announce engagement helen dinner progresses helen discovers true nature thornton endeavors escape cheyenne comes rescue assistance cowboys clean place leaving cheyenne helen reunited,69,0.3706060606060606,0.6809090909090909,0.7971014492753623,6.27536231884058,55,0.2753623188405797,0.21739130434782608,0.028985507246376812,5,31.4,0.10215983640697052,0.8978401635930295
South_Korean,Na Woon-gyu,third last installment story mentally ill student choi yeongjin begins released prison attempts live peaceful existence witnesses rape sister point mental problems return,23,-0.035606060606060606,0.37777777777777777,1.0,6.434782608695652,23,0.43478260869565216,0.21739130434782608,0.21739130434782608,1,14.6,0.13829083873290088,0.8617091612670992
British,Marcel Varnel,film set london world war ii time blitz leads couple work variety entertainers use great ingenuity efforts get financial assistance put show hoping put proposal formidable lady randall exmusic hall star lily morris infiltrate house guise servant murdoch cook askey drag farcical interludes achieve aim lady randall persuaded sing old music hall standard waiting church impromptu show located underground aldwych tube station used wartime underground bomb shelter exmusic hall star lily morris plays title film gentrified version arthur askeys famous catchphrase thangyew also film elderly comic actor moore marriott plays lady randalls somewhat eccentric father somewhat ubiquitous albert graham moffatt appears name comedy films hay arthur askey3,107,0.12777777777777777,0.3800925925925926,0.8411214953271028,5.990654205607477,90,0.32710280373831774,0.17757009345794392,0.12149532710280374,7,47.4,0.13914973845169634,0.8608502615483036
American,Malcolm D. Lee,survive harsh economic times calvin merged barbershop beauty salon next door one business days male bonding gone eddie crew must contend sassy female coworkers spirited clientele battle sexes rages different kind conflict taken chicago crime gangs rise leaving calvin worried fate son jalen together friends come bold plan take back beloved neighborhood ceasefire within store give away free haircuts ceasefire able reunite community,63,0.23333333333333334,0.5198717948717948,0.9682539682539683,5.888888888888889,61,0.42857142857142855,0.2222222222222222,0.15873015873015872,2,27.9,0.10341513725902822,0.8965848627409717
American,Louis King,ring truck hijackers organized joseph valkus run red deegan fronted rena terry woman pretends helpless tricking truckers trust shipments stolen bust racket fbi assigns agents bob anders tom benson go undercover pretending drivers thieves gain valkuss trust bob also meets falls marjorie rogers secretary totally unaware illegal activities bob overheard tipping fbi next heist beaten valkuss men marjorie manages write deliver note brings federal agents rescue,66,-0.125,0.25,0.8939393939393939,5.96969696969697,59,0.3484848484848485,0.24242424242424243,0.10606060606060606,5,30.2,0.1385339701127663,0.8614660298872336
